paper,ff_model,molecule,property,temperature_K,value,unit,source_figure,method,qc_status
Vahid & Maginn 2015 Phys. Chem. Chem. Phys.,Vahid&Maginn GEMC-NVT/MC (this work's own FF),DMSO,rho_v,315.76227,1.82,kg/m3,Fig5b,manual_digitization,UNRELIABLE
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",BC-FF,Gly,rho_l,300,1213.03,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",BC-FF,Gly,rho_l,319.89796,1198.37,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",BC-FF,Gly,rho_l,349.4898,1176.87,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",BC-FF,Gly,rho_l,379.59184,1153.42,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",BC-FF,Gly,rho_l,399.4898,1137.79,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",BC-FF,Gly,rho_l,419.89796,1123.13,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",BC-FF,Gly,rho_l,439.28571,1108.47,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",BC-FF,Gly,rho_l,459.69388,1091.86,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",R-FF,Gly,rho_l,299.4898,1198.37,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",R-FF,Gly,rho_l,319.38776,1176.87,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",R-FF,Gly,rho_l,349.4898,1145.6,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",R-FF,Gly,rho_l,379.59184,1105.54,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",R-FF,Gly,rho_l,399.4898,1085.99,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",R-FF,Gly,rho_l,419.38776,1061.56,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",R-FF,Gly,rho_l,439.79592,1039.09,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",R-FF,Gly,rho_l,459.69388,1015.64,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS1-FF,Gly,rho_l,319.89796,1221.82,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS1-FF,Gly,rho_l,350,1201.3,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS1-FF,Gly,rho_l,379.59184,1180.78,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS1-FF,Gly,rho_l,400,1165.15,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS1-FF,Gly,rho_l,419.38776,1151.47,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS1-FF,Gly,rho_l,439.79592,1135.83,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS1-FF,Gly,rho_l,459.69388,1122.15,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS2-FF,Gly,rho_l,319.89796,1239.41,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS2-FF,Gly,rho_l,349.4898,1214.98,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS2-FF,Gly,rho_l,379.59184,1190.55,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS2-FF,Gly,rho_l,399.4898,1172.96,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS2-FF,Gly,rho_l,419.89796,1157.33,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS2-FF,Gly,rho_l,439.28571,1141.69,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS2-FF,Gly,rho_l,459.69388,1124.1,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS3-FF,Gly,rho_l,300,1239.41,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS3-FF,Gly,rho_l,319.89796,1216.94,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS3-FF,Gly,rho_l,349.4898,1189.58,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS3-FF,Gly,rho_l,379.59184,1162.21,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS3-FF,Gly,rho_l,400,1144.63,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS3-FF,Gly,rho_l,419.89796,1126.06,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS3-FF,Gly,rho_l,439.79592,1108.47,kg/m3,Figure 2a,manual_digitization,OK
"Jahn, Akinkunmi & Giovambattista 2014 J. Phys. Chem. B",OPLS3-FF,Gly,rho_l,459.18367,1091.86,kg/m3,Figure 2a,manual_digitization,OK
